ID,Store Name,Address,Postal Code,City,Country,Phone,Email,Website,Hours of Operation,Latitude,Longitude,Store Type
location_097,Heinrich K. Möller GmbH & Co. KG,Im Tor 14,34308,Bad Emstal,DE,*49 5625 850,mail@hk-moeller.de,https://www.hk-moeller.de,Montag - Freitag: 10:00 - 18:00 UhrSamstag: 9:00 - 12:00 Uhr,51.27437,9.2364,dealer
location_098,Hennecke Zweirad Meisterbetrieb,Zwinger 15,86732,Öttingen,DE,+49 91082 4468,robert.hennecke@t-online.de,,"Montag - Freitag: 9:00 - 12:15 Uhr & 14:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",48.953359,10.607102,service
location_099,HM Racing,Hauptstra0e 120,26524,Hage,DE,+49 4931 9301115,info@powerformx.de,http://powerformx.de/,"Montag, Dienstag, Mittwoch & Freitag: 9:00 - 12:00 & 14:00 - 17:00 Uhr
Donnerstag: 9:00 - 12:00 & 14:00 - 19:00 Uhr
Samstag: 9:00 - 12:00 Uhr",53.603031,7.276639,dealer
location_100,House of Bikes,Eiserfelder Straße 236,57080,Siegen,DE,+49 271 3868250, info@house-of-bikes.de,https://www.house-of-bikes-siegen.de/,"Montag - Freitag: 10:00 - 18:00 Uhr
Samstag: 9:00 - 14:00 Uhr",50.850906,7.995825,dealer
location_101,Hupfer GmbH,Bundesstr. 14,,Lauchringen,DE,+49 (0)7741/3289,afathi@hupfer-fahrradladen.de,,,47.632157,8.299615,dealer
location_102,Jeti X Bikes,Alte Neustädtleiner Straße 1,91550,Dinkelsbühl,DE,+49 9851 3119,info@jeti-x.de,http://www.jeti-x.de,"Montag - Freitag: 9:00 - 12:00 & 13:30 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",49.076522,10.316648,dealer
location_103,Jonito Bikes,Taschenmacherstr. 12,23556,Lübeck,DE,+49 451 79 08 47 15 0,info@jonito.com,http://www.jonito.com,"Montag: geschlossen
Dienstag - Freitag: 12:00 - 18:00 Uhr
Samstag: geschlossen",53.867656,10.605456,dealer
location_104,Karls Bike Shop,Kaigartenallee 12,68753,Waghäusel,DE,+49 (0)72549583180,info@karls-bike-shop.de,,,49.255026,8.540545,dealer
location_105,Krafft.Werk,Tegernseer Landstraße 10,82054,Sauerlach,DE,+49 8104 8899971,kontakt@krafft-werk.de,https://www.krafft-werk.de,Montag: geschlossenDienstag - Freitag: 10:00 - 12:30 & 14:00 - 18:00 UhrSamstag: 9:30 - 13:00 Uhr,47.97063,11.65336,dealer
location_106,Kraft Rad GmbH,Roitzheimer Straße 113,53879,Euskirchen,DE,+49 2251 2758,euskirchen@zweirad-kraft.de,https://www.zweirad-kraft.de/,"Montag - Freitag: 10:00 - 19:00 Uhr
Samstag: 10:00 -17:00 Uhr",50.652993,6.799947,dealer
location_107,Kraft Rad GmbH,Ernst-Heinrich-Geist-Straße 7,50226,Frechen,DE,+49 2234 911930,frechen@zweirad-kraft.de,https://www.zweirad-kraft.de/,"Montag - Freitag: 10:00 - 19:00 Uhr
Samstag: 10:00 -17:00 Uhr",50.908724,6.820961,dealer
location_108,Leichter fahren Elektrorad-Zentrum,Dietzhölzstraße 6,35713,Eschenburg,DE,+49 2774  917 917 0,info@leichter-fahren.de,https://leichter-fahren.de/,"Von März bis Oktober:
Montag - Freitag: 9:30 - 18:00 Uhr
Samstag: 9:30 - 13:00 Uhr

Von November bis Februar:
Montag: geschlossen
Dienstag - Freitag: 14:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",50.789759,8.326859,dealer
location_109,Lili´s Radl-Laden,Martin-Luther-Straße 25,91217,Hersbruck,DE,+49 9151 9050580,info@lilis-radlladen.de,http://www.lilis-radlladen.de,"Montag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr
In den Wintermonaten: Mittwochs nur bis 13:00 Uhr",49.508139,11.431643,dealer
location_110,Little John Bikes Bautzen,Neusalzaer Straße 58,02625,Bautzen,DE,+49 3591 530507,bz1@littlejohnbikes.com,https://littlejohnbikes.de,,51.166791,14.425563,dealer
location_111,Little John Bikes Berlin-Friedrichshain,Frankfurter Allee 71-77,10247,Berlin,DE,+49 30 42804516,be6@littlejohnbikes.com,https://littlejohnbikes.de,,52.515092,13.468626,dealer
location_112,Little John Bikes Berlin-Gesundbrunnen,Grüntalerstraße 2,13357,Berlin,DE,+49 30 49308080,be9@littlejohnbikes.com,https://littlejohnbikes.de,,52.550824,13.385267,dealer
location_113,Little John Bikes Berlin-Kreuzberg,Hasenheide 61,10967,Berlin,DE,+49 30 61203765,be3@littlejohnbikes.com,https://littlejohnbikes.de,,52.488683,13.408413,dealer
location_114,Little John Bikes Berlin-Mariendorf,Mariendorfer Damm 433,12107,Berlin,DE,+49 30 70072707,be5@littlejohnbikes.co,https://littlejohnbikes.de,,52.41635,13.400501,dealer
location_115,Little John Bikes Berlin-Prenzlauer Berg,Prenzlauer Allee 177a,10409,Berlin,DE,+49 30 46796810,be8@littlejohnbikes.com,https://littlejohnbikes.de,,52.545117,13.427144,dealer
location_116,Little John Bikes Berlin-Schöneberg,Potsdamer Straße 162,10783,Berlin,DE,+49 30 23627310,be7@littlejohnbikes.com,https://littlejohnbikes.de,,52.495806,13.36063,dealer
location_117,Little John Bikes Berlin-Steglitz,Rheinstraße 41,12161,Berlin,DE,+49 30 85408950,be10@littlejohnbikes.com,https://littlejohnbikes.de,,52.46513,13.329467,dealer
location_118,Little John Bikes Bitterfeld,Bismarckstraße 45,06749,Bitterfeld,DE,+49 3493 9223227,bf1@littlejohnbikes.com,https://littlejohnbikes.de,,51.620447,12.319821,dealer
location_119,Little John Bikes Brandenburg Havel,Upstallstraße 15,14772,Brandenburg an der Havel,DE,+49 3381 7391965,br1@littlejohnbikes.com,https://littlejohnbikes.de,,52.432187,12.537076,dealer
location_120,Little John Bikes Cottbus,Berliner Straße 24,03046,Cottbus,DE,+49 355 715062,cb1@littlejohnbikes.com,https://littlejohnbikes.de,,51.760741,14.322695,dealer
location_121,Little John Bikes Dessau-Roßlau,Kavalierstraße 82,06844,Dessau,DE,+49 340 2168989,de1@littlejohnbikes.com,https://littlejohnbikes.de,,51.8311,12.24181,dealer
location_122,Little John Bikes Dresden -Johannstadt,Pfotenhauer Straße 7,01307,Dresden,DE,+49 351 47004212,dd5@littlejohnbikes.com,https://littlejohnbikes.de,,51.056476,13.765155,dealer
location_123,Little John Bikes Dresden-Löbtau,Tharandter Straße 48,01159,Dresden,DE,+49 351 4867825,dd3@littlejohnbikes.com,https://littlejohnbikes.de,,51.036074,13.703991,dealer
location_124,Little John Bikes Dresden-Mickten,Lommatzscher Straße 53,01139,Dresden,DE,+49 351 8438568,dd2@littlejohnbikes.com,https://littlejohnbikes.de,,51.082079,13.7036,dealer
location_125,Little John Bikes Dresden-Seidnitz,Rennplatzstraße 26,01237,Dresden,DE,+49 351 2056342,dd4@littlejohnbikes.com,https://littlejohnbikes.de,,51.025034,13.797352,dealer
location_126,Little John Bikes Duisburg-Buchholz,Sittardsberger Allee 21,47249,Duisburg,DE,+49 203 701293,du4@littlejohnbikes.com,https://littlejohnbikes.de,,51.377419,6.761402,dealer
location_127,Little John Bikes Duisburg-Neudorf,Sternbuschweg 95,47057,Duisburg,DE,+49 203 2898488,du3@littlejohnbikes.com,https://littlejohnbikes.de,,51.427927,6.793139,dealer
location_128,Little John Bikes Eberswalde,Schneidemühlenweg 1,16225,Eberswalde,DE,+49 3334 3868226,ew1@littlejohnbikes.com,https://littlejohnbikes.de,,52.836511,13.805097,dealer
location_129,Little John Bikes Eisenach,Bahnhofstraße 8 - 32,99817,Eisenach,DE,,ea1@littlejohnbikes.com,https://littlejohnbikes.de,,50.976375,10.327605,dealer
location_130,Little John Bikes Erfurt,Leipziger Straße 56b,99085,Erfurt,DE,+49 361 55069771,ef1@littlejohnbikes.com,https://littlejohnbikes.de,,50.986063,11.049997,dealer
location_131,Little John Bikes Erkelenz,August-Horch-Straße 5,41812,Erkelenz,DE,+49 2431 6620,ez1@littlejohnbikes.com,https://littlejohnbikes.de,,51.076229,6.306741,dealer
location_132,Little John Bikes Erkrath,Schimmelbuschstraße 19,40699,Erkrath,DE,+49 2104 43919,et1@littlejohnbikes.com,https://littlejohnbikes.de,,51.216298,6.946711,dealer
location_133,Little John Bikes Falkensee,Spandauer Straße 112,14612,Falkensee,DE,+49 3322 4260117,fs1@littlejohnbikes.com,https://littlejohnbikes.de,,52.561838,13.128903,dealer
location_134,Little John Bikes Frankfurt (Oder),Berliner Straße 40,15230,Frankfurt (Oder),DE,+49 335 40163430,ff1@littlejohnbikes.com,https://littlejohnbikes.de,,52.351439,14.548412,dealer
location_135,Little John Bikes Freiberg,Häuersteig 2,09599,Freiberg,DE,+49 3731 2449086,fg1@littlejohnbikes.com,https://littlejohnbikes.de,,50.895292,13.328423,dealer
location_136,Little John Bikes Görlitz,Am Hopfenfeld 6,02828,Görlitz,DE,+49 3581 313166,gr3@littlejohnbikes.com,https://littlejohnbikes.de,,51.16983,14.968234,dealer
location_137,Little John Bikes Gotha,Bertha von Suttner Platz 2-8,99867,Gotha,DE,+49 3621 7367601,gt1@littlejohnbikes.com,https://littlejohnbikes.de,,50.950656,10.698622,dealer
location_138,Little John Bikes Greifswald,Gützkower Straße 81/82,17489,Greifswald,DE,+49 3834 8890777,gf1@littlejohnbikes.com,https://littlejohnbikes.de,,54.091351,13.380086,dealer
location_139,Little John Bikes Güstrow,Speicherstraße 1,18273,Güstrow,DE,+49 3843 681193,gw1@littlejohnbikes.com,https://littlejohnbikes.de,,53.799515,12.171209,dealer
location_140,Little John Bikes Halle Mitte,Mansfelder Straße 15,06108,Halle,DE,,ha1@littlejohnbikes.com,https://littlejohnbikes.de,,51.481174,11.957822,dealer
location_141,Little John Bikes Hilden,Am Kronengarten 21,40721,Hilden,DE,+49 2103 286660,hi1@littlejohnbikes.com,https://littlejohnbikes.de,,51.168498,6.939083,dealer
location_142,Little John Bikes Hof,Wunsiedler Straße 16,95032,Hof,DE,+49 9281 1441909,ho1@littlejohnbikes.com,https://littlejohnbikes.de,,50.303136,11.922912,dealer
location_143,Little John Bikes Hoyerswerda,Senftenberger Straße 1,02977,Hoyerswerda,DE,+49 3571 600719,hy1@littlejohnbikes.com,https://littlejohnbikes.de,,51.438832,14.243108,dealer
location_144,Little John Bikes Leipzig-Rückmarsdorf,Großer Marktweg 2,04178,Leipzig,DE,+49 341 4417641,le1@littlejohnbikes.com,https://littlejohnbikes.de,,51.34561,12.263257,dealer
location_145,Little John Bikes Leipzig-Zentrum,Martin-Luther-Ring 3-5,04109,Leipzig,DE,+49 341 4625919,le5@littlejohnbikes.com,https://littlejohnbikes.de,,51.335008,12.371596,dealer
location_146,Little John Bikes Magdeburg-Altstadt,Alter Markt 13/14,39104,Magdeburg,DE,+49 391 5556203,md2@littlejohnbikes.com,https://littlejohnbikes.de,,52.131709,11.637289,dealer
location_147,Little John Bikes Magdeburg-Hermsdorf,Am Elbepark 1,39326,Hermsdorf,DE,+49 39206 689540,md3@littlejohnbikes.com,https://littlejohnbikes.de,,52.178295,11.481949,dealer
location_148,Little John Bikes Magdeburg-Neustadt,Lübecker Straße 92,39124,Magdeburg,DE,+49 391 2581627,md1@littlejohnbikes.com,https://littlejohnbikes.de,,52.161623,11.63611,dealer
location_149,Little John Bikes Mühlhausen,Wendewehrstraße 130,99974,Mühlhausen,DE,+49 3601 4086680,mh1@littlejohnbikes.com,https://littlejohnbikes.de,,51.216046,10.464866,dealer
location_150,Little John Bikes Neubrandenburg,Juri-Gagarin-Ring 1,17036,Neubrandenburg,DE,+49 395 45503043,nb1@littlejohnbikes.com,https://littlejohnbikes.de,,53.553977,13.293872,dealer
location_151,Little John Bikes Neukirch/Lausitz,Oststraße 29,01904,Neukirch,DE,+49 35951 34333,nk2@littlejohnbikes.com,https://littlejohnbikes.de,,51.097348,14.335444,dealer
location_152,Little John Bikes Niederkrüchten,Gewerbering 24,41372,Niederkrüchten,DE,+49 2163 8896271,ni1@littlejohnbikes.com,https://littlejohnbikes.de,,51.210572,6.18038,dealer
location_153,Little John Bikes Nordhausen,Alte Leipziger Straße 57,99734,Nordhausen,DE,,nh1@littlejohnbikes.com,https://littlejohnbikes.de,,51.489427,10.832426,dealer
location_154,Little John Bikes Oranienburg,Lehnitzstraße 87-89,16515,Oranienburg,DE,+49 3301 5771854,or1@littlejohnbikes.com,https://littlejohnbikes.de,,52.744506,13.25476,dealer
location_155,Little John Bikes Plauen,Pausaer Straße 281a,08525,Plauen,DE,+49 3741 1494676,pl1@littlejohnbikes.com,https://littlejohnbikes.de,,50.524787,12.110318,dealer
location_156,Little John Bikes Rostock-Schmarl,Handwerkstraße 1,18069,Rostock,DE,+49 381 12830975,ro2@littlejohnbikes.com,https://littlejohnbikes.de,,54.123954,12.074562,dealer
location_157,Little John Bikes Schwerin,Am Margaretenhof 26,19057,Schwerin,DE,+49 385 4866165,sn1@littlejohnbikes.com,https://littlejohnbikes.de,,53.659943,11.361394,dealer
location_158,Little John Bikes Spremberg,Friedrichstraße 39,03130,Spremberg,DE,+49 3563 348486,sp1@littlejohnbikes.com,https://littlejohnbikes.de,,51.568968,14.376058,dealer
location_159,Little John Bikes Stendal,Gneisenaustraße 2,39576,Stendal,DE,+49 3931 4186809,sd1@littlejohnbikes.com,https://littlejohnbikes.de,,52.610314,11.842149,dealer
location_160,Little John Bikes Stralsund,Grünhufer Bogen 15,18437,Stralsund,DE,+49 3831 3079622,st1@littlejohnbikes.com,https://littlejohnbikes.de,,54.305668,13.041992,dealer
location_161,Little John Bikes Weißenfels,Max-Planck-Straße 1,06667,Weißenfels,DE,+49 3443 3387880,wf1@littlejohnbikes.com,https://littlejohnbikes.de,,51.18835,11.98125,dealer
location_162,Little John Bikes Wismar,Am Kleinen Stadtfeld 5,23970,Wismar,DE,+49 3841 7589202,wi1@littlejohnbikes.com,https://littlejohnbikes.de,,53.873802,11.447807,dealer
location_163,Little John Bikes Wittenberg,Elbstraße 3A,06886,Wittenberg,DE,+49 3491 8774333,wb1@littlejohnbikes.com,https://littlejohnbikes.de,,51.864416,12.642837,dealer
location_164,Markenfahrräder Tallafuß,Bahnhofstraße 5,84130,Dingolfing,DE,+49 8731 3974324,info@markenfahrraeder-tallafuss.de,http://www.markenfahrraeder-tallafuss.de,"Montag: geschlossen
Dienstag - Freitag: 9:00 - 12:00 & 14:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",48.635091,12.493623,dealer
location_165,Matti's Bike Shop,Bahnhofstraße 62,59199,Bönen,DE,+4923839535500,info@mattis-bike-shop.de,https://mattis-bike-shop.de,"""Montag: geschlossen
Dienstag & Donnerstag: 10:00 - 18:00 Uhr
Mittwoch & Freitag: 08:00 - 16:00 Uhr
Samstag: 09:00 - 13:00 Uhr""",51.596635,7.750465,dealer
location_166,MD Bikes,Am Marktplatz 9,91320,Ebermannstadt,DE,+49 9194 5956, info@md-bikes.de,https://www.md-bikes.de/,"Montag: geschlossen
Dienstag: nur nach Vereinbarung!
Mittwoch: 10:00 Uhr - 17:00 Uhr
Donnerstag & Freitag: 10:00 Uhr - 18:00 Uhr
Samstag: 10:00 Uhr - 13:00 Uhr",49.780373,11.187268,dealer
location_167,MEGA Bike Altona,Stresemannstr.360,22761,Hamburg,DE,+49 40 89062783,altona@megabike24.de,https://www.megabike24.de/,,53.563054,9.922704,dealer
location_168,MEGA Bike Bad Segeberg,Ziegelstr.107,23795,Bad Segeberg,DE,+49 4551 9014966,badsegeberg@megabike24.de,https://www.megabike24.de/,,53.947583,10.302835,dealer
location_169,MEGA Bike Bramfeld,Bramfelder Ch.148,22177,Hamburg,DE,+49 40 64222388,bramfeld@megabike24.de,https://www.megabike24.de/,,53.604733,10.071005,dealer
location_170,MEGA Bike Flensburg,Westerallee161,24941,Flensburg,DE,+49 461 24438,flensburg@megabike24.de,https://www.megabike24.de/,,54.767506,9.405155,dealer
location_171,MEGA Bike Kaltenkirchen,Kisdorfer Weg 32,24568,Kaltenkirchen,DE,+49 4191 956 77 73,kaltenkirchen@megabike24.de,https://www.megabike24.de/,,53.828417,9.979009,dealer
location_172,MEGA Bike Kiel-Hassee,Rendsburger Landstr.161,24113,Kiel-Hassee,DE,+49 431 71988577,hassee@megabike24.de,https://www.megabike24.de/,,54.30095,10.096705,dealer
location_173,MEGA Bike Lübeck,St.-Jürgen-Ring62,23564,Lübeck,DE,+49 451 4792175,luebeck@megabike24.de,https://www.megabike24.de/,,53.859661,10.716797,dealer
location_174,MEGA Bike Neumünster,Rendsburger Str.12,24534,Neumünster,DE,+49 4321 499385,neumuenster@megabike24.de,https://www.megabike24.de/,,54.078754,9.979697,dealer
location_175,MEGA Bike Pinneberg,Mühlenstr.2,25421,Pinneberg,DE,+49 4101 8563816,pinneberg@megabike24.de,https://www.megabike24.de/,,53.660292,9.78869,dealer
location_176,MEGA Bike Rendsburg,Friedrichstädter Str.75-77,24768,Rendsburg,DE,+49 4331 789660,rendsburg@megabike24.de,https://www.megabike24.de/,,54.32336,9.626254,dealer
location_177,MEGA Bike Schleswig,Stadtweg72-76,24837,Schleswig,DE,+49 4621 989790,schleswig@megabike24.de,https://www.megabike24.de/,,54.522303,9.566151,dealer
location_178,MEGA Bike Schwentinental,Liebigstr.11,24223,Schwentinental,DE,+49 4307 839140,schwentinental@megabike24.de,https://www.megabike24.de/,,54.285467,10.21879,dealer
location_179,MEGA Bike Wik,Schleusenstraße 18,24106,Kiel-Wik,DE,+49 431 6668963,wik@megabike24.de,https://www.megabike24.de/,,54.362276,10.132085,dealer
location_180,Miriquidi Bike Store GmbH,Lohngasse  3,09429,Wolkenstein,DE,+49 37369 274601,miriquidi.wolkenstein@gmail.com,https://miriquidi-bikestore.de,"Montag, Mittwoch & Freitag: 09:00–12:00 & 13:00–16:00 Uhr
Dienstag & Donnerstag: 09:00–12:00 & 13:00–18:00 Uhr
Samstag	nach Vereinbarung",50.655848,13.067428,dealer
location_181,Motorrad Ruser,Kamperrege 80,25489,Haseldorf,DE,+49 4129 443,info@motorrad-ruser.de,http://www.motorrad-ruser.de,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",53.648134,9.611516,dealer
location_182,Motorrad Welink,Am Schleifweg 2,97516,Oberschwarzach,DE,+49 9382 3191071,info@motorrad-welink.de,https://www.motorrad-welink.de/,"Montag: 09:00 - 12:30 und 14:00 - 18:00 Uhr
Dienstag: 09:00 - 12:30 und 14:00 - 18:00 Uhr
Mittwoch: 09:00 - 12:30 Uhr
Donnerstag: 09:00 - 12:30 und 14:00 - 18:00 Uhr
Freitag: 09:00 - 12:30 und 14:00 - 18:00 Uhr
Samstag: 09:00 - 12:00 Uhr",49.857795,10.408671,dealer
location_183,MTB - Market Lübeck,Bei der Gasanstalt 2 - 4,23560,Lübeck,DE,+49 451 51358,info@mtbmarket-luebeck.de,https://www.mtbmarket.de,Montag - Freitag: 10:00 - 19:00 UhrSamstag: 10:00 - 16:00 Uhr,53.84955,10.67784,dealer
location_184,MTB Store,Langwahn 100,52249,Eschweiler,DE,+49 240322497,info@mtb-store.de,https://www.mtb-store.de/,"Montag, Mittwoch & Freitag: 13:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",50.816293,6.259344,dealer
location_185,Nicklas Kleingerätewelt,Bürgermeister-Kleinlein-Straße 2,95349,Thurnau,DE,+49 92289974151,info@kleingeraetewelt.de,https://www.kleingeraetewelt.de/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 8:00 - 13:00 Uhr",50.023304,11.390817,dealer
location_186,Olek's Radsport,Hafenstraße 3,65479,Raunheim,DE,+49 (0)6142 833 869 1, info@biketeam-raunheim.de,https://www.oleks-radsport.de/,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 13:00 Uhr & 14:30 - 19:00 Uhr
Samstag: 10:00 - 16:00 Uhr",50.010633,8.439906,dealer
location_187,OLEK'S RADSPORT GMBH,"Mathildenstrasse	54",64683,Einhausen,DE,+49 (0)625/153039,info@oleks-radsport.de,https://www.oleks-radsport.de/,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 12:30 Uhr & 14:30 Uhr - 18:00 Uhr
Mittwoch: 9:00 - 12:30 Uhr
Samstag: 9:00 - 13:00 Uhr",49.672312,8.544783,dealer
location_188,Otto Achilles 2-Radgeschäft,Bahnhofstr. 30,29308,Winsen,DE,4951432265,ottoachilles@dg-email.de,,"Montag, Mittwoch & Freitag: 10:00 - 12:30 Uhr & 14:30 - 18:00 Uhr
Dienstag & Donnerstag: 14:30 - 18:00 Uhr
Samstag: 10:00 . 13:00 Uhr""",52.673687,9.905519,dealer
location_189,Pfalz-Bikes e. K.,Flörsheimer Ring 5a,67705,Trippstadt,DE,+49 6306 701948,info@pfalz-bikes.de,https://pfalz-bikes.de/,"Montag: 08:00–12:00 / 13:00–17:00
Dienstag: 08:00–12:00 / 13:00–17:00
Mittwoch: 08:00–12:00 / 13:00–17:00
Donnerstag: 08:00–12:00 / 13:00–17:00
Freitag: 08:00–12:00 / 13:00–17:00
Samstag: Geschlossen
Sonntag: Geschlossen",49.364696,7.76465,dealer
location_190,Pott GmbH,"Heideweg, 12",49196,Bad Laer,DE,+49 (0)05424 - 22 170,info@pott-gmbh.de,,,52.101664,8.069241,dealer
location_191,Profile Korte der Fahrradspezialist,Bahnhofstraße 123,44623,Herne,DE,+49 232353494,hallo@fahrrad-korte.de,http://fahrrad-korte.de,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:30 Uhr
Samstag: 10:00 - 14:30 Uhr",51.546095,7.217016,dealer
location_192,Pulssport Blieskastel,Von-der-Leyen-Straße 7,66440,Blieskastel,DE,+49 6842 946533,info@puls-sport.de,https://www.puls-sport.com/,"Montag, Dienstag, Donnerstag & Freitag: 13:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",49.237417,7.259218,dealer
location_193,Rabl GmbH & Co. KG,Gewerbestr. 22,85229,Markt Indersdorf,DE,+49 8136 89 32 03,mail@rabl-gmbh.de,https://rabl-gmbh.de/,"Montag: 13:00 - 18:00 Uhr
Dienstag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",48.346693,11.379265,dealer
location_194,Rad+Tat,Herbert-Wehner-Straße 3+5,59174,Kamen,DE,+49 2307 12932,info@radkamen.de,https://radkamen.de,Montag - Freitag: 9:30 - 13:00 Uhr & 14:00 - 19:00 UhrSamstag: 9:30 - 16:00 Uhr,51.59071,7.65005,dealer
location_195,Raddesign,Friedrich-Verleger-Straße 5,33602,Bielefeld,DE,+49 521 61146,info@raddesign.de ,https://raddesign.de,Montag - Freitag: 10:00 - 18:30 UhrSamstag: 10:00 - 14:00 Uhr,52.02376,8.53622,dealer
location_196,Radelmeister Giengen,Herbrechtinger Straße 3,89537,Giengen an der Brenz,DE,+49 7322 919134,info@radelmeister.de,https://www.radelmeister.de,Montag: geschlossenDienstag - Freitag: 14:00 - 18:00 UhrSamstag: 10:00 - 13:00 Uhr,48.62212,10.23689,dealer
location_197,Rad & Sportservice Wall,Hauptstraße 19,93173,Wenzenbach,DE,+49 9407 5529127,info@rad-sportservice.de,https://www.rad-sportservice.de/,"Montag:	geschlossen
Dienstag - Freitag: 9:00 – 18:00 Uhr
Samstag: 9:00 – 13:00 Uhr",49.07676,12.197998,dealer
location_198,Rad Max,Marktplatz 7,75417,Mühlacker,DE,+49 172 77 40 890,info@rad-max.de,https://www.rad-max.de/,"Montag: 14:00  - 18:00 Uhr
Dienstag, Donnerstag & Freitag: 10:00 - 13:00 Uhr & 14:00 - 18:00 Uhr
Mittwoch: 14:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",48.940693,8.842049,dealer
location_199,Rad Service Jung,Wilhelmstr. 4,55566,Bad Sobernheim,DE,+49 6751 8568500,info@radjung.de,http://www.radjung.de,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 12:00 & 14:00 - 18:00 Uhr
Mittwoch: geschlossen
Samstag: 9:00 - 13:00 Uhr",49.785734,7.649713,dealer
location_200,Radhaus am Elm,Marktstr. 3,38154 ,Königslutter,DE,+49 5353 9904097,kontakt@radhausamelm.de,https://www.radhausamelm.de/,"Montag, Dienstag, Donnerstag & Freitag: 10:00 - 18:00 UhrMittwoch & Samstag: 10:00 - 14:00 Uhr",52.25084,10.81812,dealer
location_201,Radhaus Bennigsen,Hauptstr. 1,31832,Springe,DE,+49 5045 4580826,gabriel.hartig@radhaus-bennigsen.de,https://www.radhaus-bennigsen.de,"Montag, Mittwoch, Donnerstag & Freitag: 9:00 - 13:00 & 15:00 - 18:00 UhrDienstag & Samstag: 9:00 - 13:00 Uhr",52.2396,9.66511,dealer
location_202,Radhaus Ingolstadt,Bei der Arena 7,85053,Ingolstadt,DE,+49 841 8857720,info@radhaus.de,http://www.radhaus.de,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 19:00 Uhr
Samstag: 10:00 - 18:00 Uhr",48.757092,11.436972,dealer
location_203,Radhaus Radebeul,Neißner Straße 66,01445,Radebeul,DE,+49 351 8336365,info@radhaus-radebeul.com,http://www.radhaus-radebeul.com,Montag - Freitag: 10:00 - 19:00 Uhr,51.111544,13.643318,dealer
location_204,Rad-Konzept Mario Johannsohn,Ernst-Thälmann-Straße 125,01968,Senftenberg,DE,+49 35738100811,radkonzept-senftenberg@web.de,,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",51.522387,13.981763,dealer
location_205,Radlladen am Schweinemarkt,Hauptstraße 8,91257,Pegnitz,DE,+49 9241 4986630,radlladen.am.schweinemarkt@gmail,https://radlladen-am-schweinemarkt.de/,"Montag, Donnerstag & Freitag: 10:00 - 18:00 Uhr
Dienstag: nach Vereinbarung
Mittwoch: geschlossen
Samstag: 10:00 - 12:00 Uhr",49.756596,11.543414,dealer
location_206,Radl-ladl,Frabertshamerstr.9a,83123,Amerang,DE,+49 8075 1698, service@radl-ladl.de,https://www.radl-ladl.de/,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 12.00 Uhr & 13:00 - 18:00 Uhr
Mittwoch & Samstag: 9:00 - 12:00 Uhr",47.99131,12.31001,dealer
location_207,Radlmadl,Lenbachstraße 39,86529,Schrobenhausen,DE,+49 176 31541822,info@radlmadl.de,https://radlmadl.de/,"Dienstag - Freitag: 9:00 - 13:00 & 14:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",48.559631,11.265,dealer
location_208,Rad Rech,Göllheimer Straße 50,67304,Kerzenheim,DE,+49 6351 8658,info@rad-rech.de,https://rad-rech.de,"Montag, Diesntag, Donnerstag & Freitag: 14:00 - 18:00 UhrMitwoch & Samstag: 9:00 - 12:00 Uhr",49.57731,8.05566,dealer
location_209,Radshop Brunner,Mürwiker Straße 144,24943,Flensburg,DE,+49 461 312462,info@eike-brunner.de,http://eike-brunner.de/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",54.805826,9.458736,dealer
location_210,Radsport Baier,Kirchplatz 5,96129,Mistendorf,DE,+49 95 05 80 47 90,info@radsport-baier.de,https://www.radsport-baier.de/,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:00 Uhr
Donnerstag: 10 :00- 19:00 Uhr
Samstag: 9:00 - 13:00 Uhr",49.871422,11.045324,dealer
location_211,Radsport Borens,Aegidienberger Straße 1,53604,Bad Honnef,DE,+49 2224820750,verkauf@radsport-borens.de,https://www.radsport-borens.de/,"Montag, Dienstag, Donnerstag & Freitag: 9:30 - 13:00 & 14:30 - 18:30 Uhr
Mittwoch: 9:30 - 13:00 Uhr
Samstag: 9:30 - 14:00 Uhr",50.652518,7.301716,dealer
